,plan_encoded,country_encoded,acquisition_channel_encoded,primary_device_encoded,age_encoded,show_genre_encoded,lifecycle_stage_encoded,is_bundled_encoded,nps_score,has_showtime_add_on_encoded
2816,3,4,1,2,8,7,4,0,7.2,1
2817,0,2,0,1,26,2,1,0,4.6,0
2818,2,3,0,4,4,2,0,1,8.1,0
2819,1,2,0,5,20,7,0,0,4.6,0
2820,1,4,2,3,9,7,0,1,1.7,0
2821,2,4,2,3,4,7,0,0,8.7,1
2822,3,4,2,5,28,2,0,0,9.6,1
2823,3,0,5,2,12,3,0,1,6.3,1
2824,1,4,0,1,10,0,0,0,5.2,0
2825,3,4,3,4,11,7,0,0,6.8,1
2826,1,4,5,4,51,2,0,0,3.5,0
2827,3,2,0,2,19,4,0,0,10.0,1
2828,3,4,5,5,47,6,0,0,8.2,1
2829,2,4,0,3,6,7,4,1,7.8,0
2830,2,0,0,2,37,7,2,0,6.4,0
2831,0,4,1,5,12,0,0,1,4.3,0
2832,0,4,5,0,27,4,2,1,6.4,0
2833,0,4,1,1,34,7,2,0,10.0,0
2834,3,4,1,4,46,2,3,1,6.4,1
2835,1,1,1,0,15,7,4,0,8.8,0
2836,3,4,3,1,11,2,4,0,7.8,1
2837,0,4,2,0,28,2,3,1,7.0,0
2838,0,3,1,2,13,4,1,0,7.0,0
2839,3,4,2,2,38,2,1,0,5.1,1
2840,0,3,3,4,16,7,3,1,6.9,0
2841,3,0,4,0,5,2,3,0,2.7,1
2842,3,4,3,5,15,5,1,1,7.0,1
2843,3,1,4,0,13,4,0,1,6.4,1
2844,0,4,3,3,26,2,0,1,9.5,0
2845,1,4,5,2,29,2,3,1,7.9,0
2846,3,1,2,0,24,4,0,0,7.9,1
2847,2,1,2,5,0,4,4,1,5.0,1
2848,1,4,0,2,20,2,0,0,10.0,0
2849,3,4,5,1,36,2,0,1,5.5,1
2850,0,4,1,4,1,2,0,1,4.9,0
2851,1,4,5,4,20,7,3,1,8.6,0
2852,3,4,1,4,15,1,1,1,10.0,1
2853,3,4,1,3,36,2,0,1,5.6,1
2854,0,4,1,3,32,7,0,0,7.0,0
2855,1,4,3,1,20,7,0,0,6.4,1
2856,2,1,5,4,26,4,3,0,2.7,0
2857,2,4,2,0,25,1,0,0,7.4,0
2858,2,4,4,2,17,4,3,0,6.4,0
2859,1,4,1,5,6,2,0,0,6.4,0
2860,2,1,0,4,22,4,2,0,5.1,0
2861,3,4,5,1,28,6,2,0,6.4,1
2862,3,3,0,2,46,4,3,0,1.8,1
2863,0,4,1,3,17,4,0,1,9.7,0
2864,1,1,1,5,47,0,0,0,6.8,0
2865,2,0,0,1,17,2,0,1,5.5,0
2866,1,0,5,0,5,5,0,0,6.4,0
2867,1,4,5,5,9,6,0,0,10.0,0
2868,0,2,5,2,28,2,0,1,9.0,0
2869,0,1,3,0,44,2,0,1,1.0,1
2870,1,4,2,2,13,4,0,1,7.8,0
2871,0,4,2,1,17,2,1,1,6.4,0
2872,1,4,3,4,0,0,0,1,8.1,0
2873,2,3,1,1,42,4,0,0,4.8,0
2874,0,1,3,4,16,4,0,0,9.1,0
2875,2,3,5,0,22,2,0,0,5.8,0
2876,0,4,2,3,29,2,2,0,5.0,1
2877,0,0,1,5,15,3,1,0,9.8,0
2878,1,4,3,0,4,2,0,1,3.9,0
2879,0,3,4,5,4,2,4,0,7.6,1
2880,0,4,1,1,42,7,0,0,4.8,0
2881,0,3,3,0,22,1,1,1,7.1,0
2882,0,1,2,5,0,0,3,0,6.0,0
2883,1,3,2,4,4,7,0,0,6.4,0
2884,0,3,2,5,27,6,3,0,6.2,0
2885,3,4,3,2,3,2,0,0,6.4,1
2886,1,4,2,5,20,3,0,0,6.8,0
2887,2,1,0,4,0,5,0,0,8.3,0
2888,3,0,2,4,15,4,1,0,8.4,1
2889,2,4,5,0,10,0,4,0,7.3,0
2890,0,4,1,1,35,2,0,0,10.0,0
2891,2,0,5,1,36,1,0,1,5.7,0
2892,0,4,1,3,22,5,0,1,7.5,0
2893,1,1,0,2,0,4,4,0,6.4,0
2894,0,4,5,2,0,1,2,0,8.3,0
2895,0,4,2,3,24,6,4,0,6.4,1
2896,0,4,4,1,48,2,3,0,6.8,0
2897,2,4,1,2,22,2,1,0,7.7,0
2898,3,4,2,3,19,2,0,0,8.5,1
2899,3,2,3,3,0,4,2,0,6.3,1
2900,2,1,3,4,42,3,3,0,5.2,0
2901,3,1,4,3,28,2,2,0,10.0,1
2902,1,0,1,5,22,2,1,1,7.4,0
2903,2,1,5,1,7,1,2,0,6.4,0
2904,0,4,2,0,3,2,3,1,5.8,0
2905,0,4,5,3,27,6,3,0,7.9,0
2906,2,4,3,5,27,2,0,1,4.7,0
2907,1,4,2,2,22,3,3,0,7.1,0
2908,0,4,0,3,18,2,0,1,5.7,1
2909,1,3,5,1,32,2,0,1,7.4,0
2910,2,4,3,5,13,3,1,1,6.4,1
2911,3,4,0,4,0,3,1,0,6.4,1
2912,3,3,2,1,22,7,0,0,6.0,1
2913,3,2,4,5,0,0,3,1,6.4,1
2914,0,0,3,5,21,7,0,1,8.4,0
2915,3,1,2,2,10,2,0,1,6.3,1
2916,0,4,4,1,0,6,0,0,6.4,0
2917,3,4,0,1,27,7,0,1,6.4,1
2918,3,4,0,4,10,3,0,0,9.3,1
2919,0,4,5,5,24,6,2,0,6.4,0
2920,0,0,0,0,33,2,0,0,3.7,0
2921,3,1,1,3,28,2,0,1,6.4,1
2922,2,4,5,5,34,2,3,1,6.9,0
2923,0,4,0,2,30,7,0,1,5.7,0
2924,3,1,4,1,8,2,0,1,7.9,1
2925,1,1,0,0,0,3,0,1,5.7,0
2926,0,1,2,2,36,2,1,1,6.1,0
2927,0,4,4,2,33,4,0,0,9.1,0
2928,2,4,1,1,3,0,0,0,7.0,0
2929,1,4,0,4,15,7,3,0,8.0,0
2930,2,4,4,5,0,5,2,1,5.6,0
2931,1,0,4,3,16,2,0,0,4.0,0
2932,0,1,2,1,12,3,0,0,8.5,0
2933,1,4,0,3,36,2,1,1,4.7,0
2934,2,0,4,2,26,1,0,1,7.9,0
2935,1,4,1,5,0,3,1,1,4.6,0
2936,0,4,1,4,26,1,0,0,8.2,0
2937,0,4,3,2,24,1,0,1,6.7,0
2938,0,1,0,0,24,6,3,0,6.6,0
2939,2,2,2,3,21,1,3,0,6.4,0
2940,3,1,3,4,25,5,3,0,9.5,1
2941,0,3,5,0,10,2,1,0,6.4,0
2942,2,1,3,4,4,4,4,0,7.2,0
2943,1,4,1,1,2,3,3,0,5.7,0
2944,3,4,4,4,13,4,0,1,8.6,1
2945,0,3,2,4,19,2,3,0,5.3,0
2946,3,4,2,2,39,7,3,0,7.8,1
2947,3,0,4,2,30,2,0,1,6.3,1
2948,1,0,5,0,26,3,0,1,4.9,1
2949,0,4,2,3,21,5,0,1,5.4,1
2950,0,4,3,5,46,2,1,0,4.8,0
2951,3,4,5,3,0,0,0,0,6.2,1
2952,3,1,2,3,22,2,4,1,6.8,1
2953,1,4,1,4,0,3,0,1,7.2,0
2954,2,4,1,0,14,3,0,0,2.9,0
2955,3,4,2,1,37,2,3,0,6.4,1
2956,0,2,1,0,20,2,0,0,3.5,1
2957,1,4,2,2,21,2,1,0,2.6,0
2958,2,4,4,5,26,0,0,0,5.8,1
2959,3,4,5,4,2,4,1,0,7.7,1
2960,3,0,2,4,0,2,1,1,6.4,1
2961,2,2,2,0,14,0,3,0,10.0,0
2962,2,4,5,5,24,2,4,0,6.2,0
2963,1,4,0,1,16,5,4,1,5.8,1
2964,3,4,5,4,6,3,3,0,4.1,1
2965,0,4,2,2,48,2,2,0,7.7,0
2966,2,0,2,1,5,3,3,1,6.4,0
2967,2,4,5,0,22,7,1,0,4.4,1
2968,3,4,5,3,14,0,2,1,4.8,1
2969,3,1,0,1,0,3,4,0,6.4,1
2970,3,4,5,5,7,1,3,1,4.7,1
2971,1,4,0,1,23,4,1,0,6.2,0
2972,2,4,5,4,44,4,3,0,6.4,0
2973,2,1,3,5,31,7,0,0,6.4,0
2974,1,4,3,0,4,0,4,0,6.2,0
2975,2,2,2,0,28,2,1,0,3.5,0
2976,2,4,5,1,5,2,1,1,6.8,0
2977,2,4,0,2,22,4,0,0,6.5,0
2978,2,4,3,3,28,7,2,0,6.4,0
2979,1,1,4,1,51,2,2,1,7.5,0
2980,2,4,0,1,39,5,3,0,10.0,0
2981,3,4,5,2,24,2,0,0,4.3,1
2982,2,3,3,5,17,1,1,0,6.4,0
2983,2,3,1,1,27,2,4,1,7.0,0
2984,3,2,1,5,6,3,0,0,5.3,1
2985,1,4,0,4,34,2,0,1,3.9,0
2986,0,1,4,2,33,0,3,0,5.8,0
2987,0,4,4,5,18,3,2,1,7.1,0
2988,3,1,1,5,29,4,0,1,3.1,1
2989,1,2,4,1,24,3,2,1,7.7,0
2990,1,2,5,2,14,2,3,0,9.8,1
2991,2,4,4,0,38,1,1,1,8.3,0
2992,0,4,1,5,24,2,0,0,6.4,0
2993,3,4,4,0,16,0,0,1,5.8,1
2994,2,4,2,5,18,2,0,0,8.3,1
2995,2,2,4,2,43,4,2,0,5.0,0
2996,0,1,2,1,41,7,0,1,5.5,0
2997,0,4,4,2,32,2,4,0,6.2,1
2998,3,4,3,0,19,6,1,1,6.7,1
2999,2,1,5,4,42,0,2,0,5.0,0
